3.474100000000000105e-02,8.966499999999999471e-02,9.122500000000000053e-02,-7.330242200000000707e+01,6.215179000000000009e+00,6.150740000000000096e-01,2.037160000000000082e+00,8.040650000000000297e-01,1.301409000000000038e+00,5.585759999999999614e-01,6.720629999999999660e-01,7.837880000000000402e-01,7.666399999999999881e-01,4.587120000000000086e-01,5.303839999999999666e-01,8.124289999999999567e-01,2.885100000000000164e-02,1.290389999999999870e-01,3.961400000000000338e-02,5.762172999999999767e+00,1.636819000000000024e+00,1.170034000000000018e+00,1.051511000000000084e+00,7.641630000000000367e-01,6.427049999999999708e-01,6.178679999999999728e-01,5.102649999999999686e-01,5.662129999999999663e-01,5.091489999999999627e-01,4.772750000000000048e-01,5.050729999999999942e-01,4.635349999999999748e-01,1.351899999999999977e-02,5.059099999999999708e-02,9.025000000000000036e-03,8.156257000000000090e+00,1.077166999999999986e+00,6.247110000000000163e-01,8.102439999999999642e-01,3.995679999999999787e-01,2.799470000000000014e-01,3.142150000000000221e-01,2.314390000000000058e-01,3.454010000000000136e-01,2.853890000000000038e-01,2.106129999999999947e-01,3.218960000000000155e-01,2.905510000000000037e-01,2.277399999999999911e-02,9.580099999999999727e-02,1.505699999999999920e-02,4.748694000000000415e+00,5.363780000000000214e-01,2.963060000000000138e-01,2.732100000000000084e-01,1.758000000000000118e-01,1.055080000000000046e-01,1.682460000000000067e-01,1.158489999999999936e-01,1.360200000000000020e-01,1.105140000000000011e-01,1.005169999999999952e-01,1.186299999999999993e-01,9.492299999999999349e-02,5.103499999999999703e-02,6.800000000000000000e+01,1.493700000000000062e-02,1.360000000000000000e+02,2.000000000000000000e+00,2.454570000000000085e-01,1.050650000000000056e-01,4.053990000000000093e-01
8.137400000000000189e-02,2.727470000000000172e-01,8.573300000000000365e-02,-6.258443700000000121e+01,3.183162999999999965e+00,-2.181450000000000056e-01,1.630379999999999885e-01,6.202509999999999968e-01,4.585139999999999771e-01,4.142599999999999755e-02,3.082869999999999777e-01,5.381519999999999637e-01,5.948710000000000386e-01,7.343319999999999848e-01,4.154889999999999972e-01,7.615079999999999627e-01,6.628799999999999970e-02,2.623699999999999921e-01,3.443800000000000333e-02,3.480874000000000024e+00,1.596532000000000062e+00,9.438029999999999475e-01,8.044440000000000479e-01,5.112290000000000445e-01,4.986700000000000021e-01,5.230390000000000317e-01,4.809160000000000101e-01,4.886570000000000080e-01,4.831659999999999844e-01,4.451869999999999994e-01,4.159939999999999749e-01,4.055929999999999813e-01,1.362099999999999943e-02,7.304099999999999482e-02,1.009400000000000054e-02,1.243981000000000003e+00,8.297900000000000276e-01,2.529719999999999747e-01,3.478310000000000013e-01,2.050869999999999915e-01,1.686010000000000009e-01,1.780090000000000006e-01,1.440800000000000136e-01,1.787030000000000007e-01,1.469370000000000120e-01,1.255799999999999972e-01,1.282020000000000104e-01,1.070070000000000049e-01,2.002800000000000066e-02,6.693999999999999950e-02,2.948299999999999879e-02,3.963534000000000113e+00,3.823599999999999777e-01,1.683890000000000109e-01,1.175250000000000045e-01,9.834099999999999786e-02,8.704599999999999838e-02,5.799100000000000088e-02,5.939300000000000135e-02,5.945700000000000290e-02,5.343900000000000039e-02,6.768399999999999417e-02,7.007499999999999840e-02,4.156499999999999778e-02,2.950309999999999877e-01,7.000000000000000000e+01,2.763660000000000005e-01,1.400000000000000000e+02,2.000000000000000000e+00,3.435469999999999913e-01,2.763660000000000005e-01,7.109240000000000004e-01
1.105450000000000044e-01,2.735670000000000046e-01,8.440999999999999892e-02,-6.523532500000000312e+01,2.794963999999999782e+00,6.390470000000000317e-01,1.281296999999999908e+00,7.578960000000000141e-01,4.894120000000000137e-01,6.276359999999999717e-01,4.693220000000000169e-01,6.443360000000000198e-01,4.415560000000000040e-01,3.359639999999999849e-01,2.907129999999999992e-01,1.585380000000000122e-01,8.274299999999999711e-02,2.153730000000000089e-01,3.597000000000000197e-02,4.834742000000000317e+00,1.213443000000000049e+00,8.640339999999999687e-01,9.092219999999999747e-01,7.805720000000000436e-01,5.508330000000000171e-01,6.397399999999999753e-01,5.733089999999999575e-01,5.263120000000000021e-01,5.626219999999999555e-01,5.384069999999999689e-01,4.922920000000000074e-01,4.555620000000000225e-01,2.911199999999999899e-02,7.043299999999999561e-02,8.524999999999999592e-03,2.759905999999999970e+00,5.926339999999999941e-01,7.618519999999999737e-01,5.687400000000000233e-01,5.898269999999999902e-01,2.811810000000000143e-01,4.377519999999999745e-01,4.798890000000000100e-01,2.273199999999999943e-01,2.962239999999999873e-01,2.738550000000000151e-01,1.918040000000000023e-01,1.980250000000000066e-01,3.811900000000000011e-02,6.542699999999999905e-02,2.962199999999999903e-02,3.371795999999999793e+00,4.303730000000000055e-01,1.728619999999999879e-01,1.775229999999999864e-01,1.843329999999999969e-01,9.571799999999999753e-02,1.393230000000000024e-01,1.092790000000000011e-01,9.064999999999999447e-02,1.178860000000000047e-01,1.008519999999999972e-01,7.991700000000000192e-02,8.582099999999999451e-02,1.615739999999999954e-01,6.100000000000000000e+01,0.000000000000000000e+00,1.830000000000000000e+02,3.000000000000000000e+00,1.886929999999999996e-01,4.594100000000000267e-02,4.573720000000000008e-01
4.248099999999999793e-02,1.992810000000000137e-01,9.344700000000000228e-02,-8.030515200000000675e+01,5.824409000000000169e+00,6.488479999999999803e-01,1.754869999999999930e+00,1.495532000000000084e+00,7.399090000000000389e-01,8.096440000000000303e-01,4.609449999999999936e-01,4.095659999999999856e-01,6.801220000000000043e-01,5.904049999999999576e-01,4.813799999999999746e-01,6.219559999999999533e-01,4.993899999999999728e-02,2.816159999999999775e-01,4.472700000000000287e-02,6.719538000000000011e+00,1.377810999999999897e+00,1.265770999999999979e+00,9.861779999999999990e-01,7.109550000000000036e-01,7.069039999999999768e-01,7.101469999999999727e-01,6.888250000000000206e-01,6.995730000000000004e-01,5.779760000000000453e-01,5.338819999999999677e-01,5.018179999999999863e-01,4.953679999999999750e-01,2.074900000000000008e-02,1.063179999999999958e-01,9.107999999999999777e-03,3.992357000000000156e+00,6.564290000000000402e-01,9.276919999999999611e-01,5.699159999999999782e-01,3.789190000000000058e-01,5.307140000000000191e-01,3.178070000000000062e-01,3.084470000000000267e-01,3.249340000000000006e-01,2.634440000000000115e-01,3.594769999999999910e-01,2.742569999999999730e-01,2.332869999999999944e-01,3.267799999999999871e-02,1.194800000000000029e-01,2.870699999999999988e-02,4.125111000000000416e+00,4.613039999999999918e-01,2.807509999999999728e-01,2.461079999999999934e-01,1.428049999999999875e-01,1.836569999999999869e-01,1.243989999999999957e-01,1.555130000000000123e-01,1.671140000000000125e-01,1.137740000000000001e-01,1.128149999999999986e-01,1.291450000000000098e-01,1.223299999999999943e-01,4.301200000000000162e-02,6.600000000000000000e+01,2.065619999999999956e-01,1.320000000000000000e+02,2.000000000000000000e+00,1.028389999999999999e-01,2.419340000000000102e-01,3.510090000000000154e-01
7.455000000000000515e-02,1.408800000000000052e-01,7.978899999999999881e-02,-9.369774900000000173e+01,5.543229000000000184e+00,1.064262000000000041e+00,8.991519999999999513e-01,8.903360000000000163e-01,7.023279999999999523e-01,4.906849999999999823e-01,7.969039999999999457e-01,7.453729999999999523e-01,9.112339999999999884e-01,5.944289999999999852e-01,4.541859999999999786e-01,3.848360000000000114e-01,3.575099999999999806e-02,8.559200000000000141e-02,2.941300000000000164e-02,4.755292999999999992e+00,1.116290000000000004e+00,9.267720000000000402e-01,6.349879999999999969e-01,6.396600000000000064e-01,5.526529999999999498e-01,5.277079999999999549e-01,5.847050000000000303e-01,6.961730000000000418e-01,6.486110000000000486e-01,6.890960000000000418e-01,6.435950000000000282e-01,5.780629999999999935e-01,4.701400000000000023e-02,1.369839999999999947e-01,1.035600000000000062e-02,7.713140000000000107e+00,1.592641999999999891e+00,1.027190000000000047e+00,5.913990000000000080e-01,5.656539999999999901e-01,5.244199999999999973e-01,5.545010000000000217e-01,6.061999999999999611e-01,6.167599999999999749e-01,5.969259999999999566e-01,5.242909999999999515e-01,6.379709999999999548e-01,6.379599999999999715e-01,3.615100000000000258e-02,8.774099999999999955e-02,3.017999999999999849e-02,5.085384999999999600e+00,5.519370000000000109e-01,2.575620000000000132e-01,1.599500000000000088e-01,1.758550000000000113e-01,1.509070000000000134e-01,1.420919999999999961e-01,2.228040000000000020e-01,3.291879999999999806e-01,2.516680000000000028e-01,2.650489999999999791e-01,2.841960000000000042e-01,1.899879999999999902e-01,2.930800000000000072e-02,1.000000000000000000e+02,1.440390000000000004e-01,2.000000000000000000e+02,2.000000000000000000e+00,1.951960000000000084e-01,3.108009999999999939e-01,6.838170000000000082e-01
5.243400000000000144e-02,1.106530000000000014e-01,9.676999999999999491e-02,-6.979263699999999915e+01,6.598383000000000109e+00,1.258461999999999970e+00,2.873984999999999790e+00,5.032219999999999471e-01,7.824269999999999836e-01,-1.435049999999999937e-01,3.389969999999999928e-01,-1.860850000000000004e-01,3.257650000000000268e-01,1.571680000000000021e-01,4.547229999999999883e-01,3.531569999999999987e-01,6.110000000000000153e-02,1.824699999999999933e-01,4.654300000000000104e-02,5.414537000000000155e+00,1.646090000000000053e+00,1.149108000000000018e+00,9.038270000000000470e-01,7.434460000000000512e-01,7.004500000000000171e-01,6.109529999999999683e-01,6.077890000000000237e-01,5.698100000000000387e-01,5.155509999999999815e-01,4.739920000000000244e-01,4.926289999999999836e-01,4.675670000000000104e-01,1.764100000000000043e-02,4.952700000000000158e-02,7.908999999999999364e-03,3.835748000000000157e+00,7.698249999999999815e-01,8.081270000000000397e-01,5.609539999999999527e-01,3.967849999999999988e-01,4.207130000000000036e-01,5.422160000000000313e-01,5.080289999999999528e-01,4.734740000000000060e-01,4.596609999999999863e-01,3.553479999999999972e-01,3.082079999999999820e-01,3.407810000000000006e-01,3.705200000000000160e-02,7.512199999999999434e-02,2.788900000000000060e-02,4.694373999999999825e+00,4.436979999999999813e-01,3.469990000000000019e-01,2.773050000000000237e-01,1.542979999999999907e-01,1.343250000000000000e-01,9.806299999999999739e-02,1.294510000000000105e-01,1.233370000000000022e-01,1.519159999999999955e-01,8.288700000000000234e-02,1.104929999999999940e-01,7.217600000000000404e-02,2.186839999999999895e-01,6.400000000000000000e+01,5.387000000000000122e-02,1.280000000000000000e+02,2.000000000000000000e+00,4.036839999999999873e-01,2.459099999999999897e-01,6.495940000000000047e-01
6.406699999999999895e-02,1.473750000000000060e-01,7.812399999999999900e-02,-6.869804100000000346e+01,4.052058999999999855e+00,1.149219999999999908e+00,2.063466000000000022e+00,5.313959999999999795e-01,8.774089999999999945e-01,6.609800000000000120e-01,8.988500000000000656e-02,5.171400000000000441e-01,1.665820000000000078e-01,7.751280000000000392e-01,8.125679999999999570e-01,3.647859999999999991e-01,3.675699999999999801e-02,1.207160000000000039e-01,2.987100000000000172e-02,3.813652999999999960e+00,9.242730000000000112e-01,9.699480000000000324e-01,6.070919999999999650e-01,5.621429999999999483e-01,4.873469999999999747e-01,4.536490000000000244e-01,4.762790000000000079e-01,4.405379999999999852e-01,4.279229999999999978e-01,4.368230000000000168e-01,4.745159999999999934e-01,4.558369999999999922e-01,1.987099999999999977e-02,5.288500000000000145e-02,8.052999999999999395e-03,2.713318999999999814e+00,4.249450000000000172e-01,6.192370000000000374e-01,3.366480000000000028e-01,2.718940000000000246e-01,1.826220000000000065e-01,2.210999999999999910e-01,2.016350000000000087e-01,1.770460000000000089e-01,1.822560000000000013e-01,2.167969999999999897e-01,2.582050000000000178e-01,1.810900000000000010e-01,2.403599999999999834e-02,5.178800000000000070e-02,3.020600000000000021e-02,3.777514000000000038e+00,2.912060000000000204e-01,1.822809999999999986e-01,1.592250000000000054e-01,1.020100000000000035e-01,8.913000000000000089e-02,8.549800000000000455e-02,6.671399999999999553e-02,7.837500000000000022e-02,6.747400000000000619e-02,7.894600000000000228e-02,9.446999999999999842e-02,1.137269999999999948e-01,1.678979999999999917e-01,6.000000000000000000e+01,3.582690000000000041e-01,1.200000000000000000e+02,2.000000000000000000e+00,7.556279999999999664e-01,4.272810000000000219e-01,1.182908000000000071e+00
4.494900000000000284e-02,9.208500000000000019e-02,9.790799999999999503e-02,-6.840605100000000505e+01,4.552286999999999750e+00,8.989129999999999621e-01,1.641707999999999945e+00,1.490264000000000033e+00,1.269592999999999972e+00,8.842839999999999590e-01,8.084029999999999827e-01,1.500579999999999969e-01,4.745779999999999998e-01,7.801690000000000014e-01,6.989940000000000042e-01,7.674769999999999648e-01,3.732900000000000107e-02,1.297049999999999870e-01,4.360200000000000187e-02,5.843585000000000029e+00,1.562391000000000085e+00,1.162585999999999897e+00,1.095825999999999967e+00,1.011066000000000020e+00,7.536950000000000038e-01,8.250640000000000196e-01,6.486380000000000479e-01,6.588140000000000107e-01,5.441740000000000466e-01,4.835050000000000181e-01,5.653639999999999777e-01,4.646230000000000082e-01,2.144000000000000072e-02,4.234199999999999769e-02,9.317000000000000628e-03,2.278805000000000192e+00,5.840950000000000308e-01,3.777869999999999839e-01,4.334720000000000240e-01,4.054030000000000133e-01,2.639730000000000132e-01,2.798619999999999997e-01,2.337549999999999906e-01,2.461339999999999917e-01,1.938110000000000110e-01,1.281180000000000097e-01,1.970810000000000062e-01,1.576120000000000021e-01,3.557199999999999945e-02,6.864699999999999969e-02,2.844400000000000053e-02,3.708925999999999945e+00,3.764339999999999908e-01,2.296999999999999875e-01,2.378020000000000134e-01,2.601999999999999869e-01,1.050520000000000065e-01,1.161839999999999956e-01,1.484669999999999879e-01,1.058810000000000029e-01,1.127100000000000046e-01,8.146399999999999475e-02,8.110699999999999854e-02,7.194299999999999307e-02,3.788199999999999901e-02,5.300000000000000000e+01,5.975599999999999662e-02,1.060000000000000000e+02,2.000000000000000000e+00,2.370700000000000029e-01,8.754699999999999982e-02,3.297829999999999928e-01
8.135399999999999576e-02,3.020579999999999932e-01,9.723999999999999311e-02,-7.620906800000000203e+01,2.419065999999999939e+00,1.353814000000000073e+00,1.681154999999999955e+00,1.077603000000000089e+00,1.078217999999999899e+00,8.754790000000000072e-01,8.588710000000000511e-01,7.732299999999999729e-01,8.439990000000000547e-01,7.340459999999999763e-01,6.206380000000000230e-01,6.703179999999999694e-01,8.725499999999999923e-02,3.278679999999999928e-01,4.596000000000000085e-02,6.512196999999999569e+00,1.529419000000000084e+00,1.166590000000000016e+00,8.184900000000000508e-01,7.160189999999999610e-01,6.824050000000000393e-01,5.393590000000000328e-01,4.643740000000000090e-01,5.128589999999999538e-01,5.025840000000000307e-01,4.773410000000000153e-01,4.674159999999999981e-01,4.539659999999999807e-01,1.839199999999999863e-02,5.304699999999999693e-02,9.041999999999999690e-03,2.486091000000000051e+00,3.928170000000000273e-01,4.378239999999999910e-01,4.161009999999999986e-01,1.946970000000000089e-01,2.170950000000000102e-01,1.070070000000000049e-01,1.215070000000000039e-01,1.361940000000000095e-01,1.550980000000000136e-01,1.469489999999999963e-01,1.736020000000000063e-01,1.455789999999999862e-01,1.992199999999999874e-02,3.041999999999999912e-02,2.835999999999999979e-02,3.928068999999999811e+00,2.232770000000000032e-01,1.645909999999999873e-01,1.815819999999999934e-01,1.187750000000000056e-01,1.144690000000000013e-01,6.195599999999999719e-02,7.944700000000000373e-02,6.810399999999999787e-02,8.977000000000000257e-02,6.011400000000000077e-02,7.613899999999999835e-02,1.038489999999999969e-01,7.808699999999999530e-01,6.600000000000000000e+01,1.156114000000000086e+00,1.320000000000000000e+02,2.000000000000000000e+00,1.131072999999999995e+00,1.204185000000000061e+00,2.335258000000000056e+00
3.981900000000000023e-02,5.698600000000000193e-02,7.363500000000000600e-02,-8.314654699999999821e+01,1.122470299999999988e+01,1.280494000000000021e+00,1.008497999999999895e+00,9.406060000000000532e-01,4.014059999999999850e-01,8.755999999999999894e-03,3.888849999999999807e-01,4.282520000000000215e-01,2.001040000000000041e-01,2.479480000000000017e-01,5.089590000000000503e-01,5.753439999999999666e-01,1.013499999999999991e-02,1.927500000000000047e-02,2.800899999999999918e-02,3.299294999999999867e+00,8.620039999999999925e-01,6.437450000000000117e-01,4.917139999999999844e-01,4.870180000000000065e-01,3.950020000000000198e-01,4.517459999999999809e-01,4.156110000000000082e-01,4.199189999999999867e-01,3.806129999999999791e-01,4.265300000000000202e-01,3.935939999999999994e-01,3.683779999999999832e-01,1.483600000000000023e-02,3.813099999999999823e-02,8.281000000000000166e-03,5.209000999999999770e+00,1.189060000000000006e+00,1.036364999999999981e+00,4.206460000000000199e-01,4.755099999999999882e-01,2.779369999999999896e-01,4.092080000000000162e-01,3.939880000000000049e-01,4.701319999999999943e-01,2.473190000000000111e-01,3.353099999999999969e-01,3.095959999999999823e-01,2.882990000000000275e-01,2.810100000000000098e-02,6.166200000000000153e-02,3.088300000000000073e-02,4.743869000000000113e+00,7.041319999999999801e-01,2.534139999999999726e-01,1.815209999999999879e-01,1.359879999999999978e-01,1.281869999999999954e-01,1.462700000000000111e-01,1.373040000000000094e-01,1.596799999999999886e-01,1.472719999999999863e-01,1.856770000000000087e-01,1.145029999999999937e-01,8.401300000000000434e-02,2.584300000000000139e-02,1.000000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+02,2.000000000000000000e+00,8.477600000000000413e-02,1.377879999999999938e-01,2.487020000000000064e-01
