8.254000000000000226e-02,4.839399999999999952e-02,3.224509999999999876e-01,9.904899999999999816e-02,-7.385627300000000162e+01,2.538127999999999940e+00,2.723289999999999988e+00,1.110570999999999975e+00,1.154735000000000067e+00,7.146569999999999867e-01,6.537539999999999463e-01,5.965430000000000454e-01,7.318999999999999950e-01,2.475469999999999893e-01,7.315909999999999913e-01,5.226779999999999760e-01,1.765120000000000022e-01,6.749199999999999644e-02,5.500100000000000128e-02,3.693049999999999944e-01,4.376399999999999735e-02,6.096383999999999581e+00,1.972326999999999941e+00,1.281913000000000080e+00,1.193781999999999899e+00,9.059220000000000050e-01,7.145150000000000112e-01,7.093570000000000153e-01,6.782390000000000363e-01,6.052239999999999842e-01,7.574440000000000062e-01,6.224539999999999518e-01,5.274039999999999839e-01,6.071790000000000243e-01,2.758100000000000135e-02,2.372000000000000150e-02,9.823900000000000687e-02,9.287999999999999381e-03,1.362681000000000031e+00,7.641769999999999952e-01,4.379520000000000080e-01,6.188240000000000407e-01,3.920939999999999981e-01,2.373619999999999897e-01,2.693400000000000238e-01,1.933620000000000061e-01,2.051699999999999913e-01,3.048130000000000006e-01,1.867199999999999971e-01,1.386229999999999962e-01,1.877489999999999992e-01,2.602799999999999905e-02,3.293000000000000094e-02,4.778099999999999709e-02,3.104799999999999921e-02,1.589795000000000069e+00,3.069169999999999954e-01,1.953799999999999981e-01,2.678880000000000150e-01,1.433439999999999992e-01,1.163560000000000011e-01,1.420929999999999971e-01,1.191279999999999978e-01,9.585000000000000464e-02,1.491119999999999945e-01,9.499000000000000499e-02,8.075000000000000233e-02,1.039429999999999937e-01
5.944100000000000078e-02,4.386299999999999921e-02,7.819099999999999662e-02,8.697100000000000664e-02,-7.876746799999999382e+01,6.717026999999999859e+00,1.600859999999999950e+00,1.272046999999999928e+00,4.507240000000000135e-01,1.198539000000000021e+00,5.903699999999999504e-01,6.006749999999999590e-01,8.545829999999999815e-01,4.858549999999999813e-01,3.912080000000000002e-01,2.896489999999999898e-01,4.622100000000000097e-01,2.451300000000000007e-02,1.856800000000000117e-02,5.514999999999999764e-02,3.715999999999999859e-02,3.112948999999999966e+00,1.121879999999999988e+00,8.715880000000000294e-01,7.573280000000000012e-01,6.990119999999999667e-01,6.146509999999999474e-01,5.046410000000000062e-01,5.179740000000000455e-01,4.821440000000000170e-01,4.602129999999999832e-01,4.735230000000000272e-01,4.578990000000000005e-01,4.729439999999999755e-01,1.801600000000000076e-02,1.410299999999999922e-02,3.599900000000000322e-02,1.077799999999999939e-02,2.687669999999999781e+00,8.741870000000000474e-01,7.179799999999999516e-01,6.494020000000000348e-01,6.342579999999999885e-01,4.545500000000000096e-01,3.671320000000000139e-01,3.850359999999999894e-01,2.965990000000000015e-01,3.162389999999999923e-01,2.525530000000000275e-01,2.999490000000000212e-01,3.402649999999999841e-01,1.397499999999999958e-02,1.567699999999999996e-02,6.421799999999999731e-02,3.200700000000000073e-02,2.294302000000000064e+00,4.063430000000000097e-01,2.976130000000000164e-01,2.541160000000000085e-01,2.166260000000000130e-01,1.775370000000000004e-01,7.886899999999999467e-02,1.014380000000000004e-01,8.305400000000000282e-02,9.803800000000000014e-02,7.772400000000000142e-02,6.880799999999999417e-02,7.969500000000000195e-02
8.334500000000000242e-02,5.899599999999999983e-02,2.467409999999999881e-01,9.642399999999999582e-02,-7.194697299999999984e+01,4.813112000000000279e+00,1.858195999999999959e+00,1.396134999999999904e+00,-9.429899999999999394e-02,5.409899999999999709e-01,6.229019999999999557e-01,7.405939999999999745e-01,5.034960000000000546e-01,4.492399999999999727e-01,3.235399999999999943e-01,3.641289999999999805e-01,6.945320000000000382e-01,5.912599999999999800e-02,4.955600000000000283e-02,2.828809999999999936e-01,4.578399999999999831e-02,5.657981999999999623e+00,1.792594000000000021e+00,1.139450000000000074e+00,9.942039999999999766e-01,7.878129999999999855e-01,6.262999999999999678e-01,6.366829999999999989e-01,6.156960000000000210e-01,5.201649999999999885e-01,5.557569999999999455e-01,5.352980000000000516e-01,4.639079999999999870e-01,4.601810000000000067e-01,2.925499999999999975e-02,2.612400000000000139e-02,9.163999999999999924e-02,1.064599999999999921e-02,2.190081999999999862e+00,7.347439999999999527e-01,1.050108999999999959e+00,4.667419999999999902e-01,3.769210000000000060e-01,2.585100000000000176e-01,3.297640000000000016e-01,4.049340000000000162e-01,3.704350000000000143e-01,3.573790000000000022e-01,2.569350000000000245e-01,2.646490000000000231e-01,2.038510000000000044e-01,2.720399999999999902e-02,2.841399999999999829e-02,1.110740000000000061e-01,3.113900000000000001e-02,2.035591999999999846e+00,4.625440000000000107e-01,3.011570000000000080e-01,2.553900000000000059e-01,1.456109999999999904e-01,1.107759999999999995e-01,1.696449999999999902e-01,1.742239999999999900e-01,1.053329999999999961e-01,1.241540000000000005e-01,1.096049999999999941e-01,6.484499999999999986e-02,1.098220000000000030e-01
7.643700000000000494e-02,5.191099999999999881e-02,1.226050000000000056e-01,8.818700000000000150e-02,-7.374910099999999602e+01,5.459249999999999936e+00,5.559199999999999697e-01,1.719144000000000005e+00,4.332639999999999825e-01,7.992240000000000455e-01,5.181940000000000435e-01,7.336150000000000171e-01,4.949319999999999831e-01,4.843810000000000060e-01,3.155459999999999932e-01,2.047769999999999868e-01,1.633199999999999930e-01,3.569300000000000250e-02,2.746799999999999936e-02,8.789399999999999991e-02,4.012099999999999694e-02,3.629315000000000069e+00,1.357064999999999966e+00,9.370410000000000128e-01,7.945670000000000233e-01,5.572460000000000191e-01,4.565690000000000026e-01,4.744740000000000069e-01,4.621100000000000207e-01,4.319149999999999934e-01,4.186799999999999966e-01,4.154840000000000200e-01,4.139630000000000254e-01,4.108049999999999757e-01,2.302500000000000033e-02,1.885699999999999876e-02,5.688200000000000200e-02,1.251000000000000029e-02,4.001253000000000171e+00,5.784690000000000110e-01,8.711229999999999807e-01,5.053189999999999626e-01,3.436739999999999795e-01,2.196440000000000059e-01,1.951060000000000016e-01,2.792859999999999787e-01,2.034080000000000055e-01,2.460489999999999899e-01,2.151659999999999962e-01,1.746300000000000074e-01,2.261849999999999972e-01,1.115200000000000045e-02,1.297000000000000063e-02,5.051200000000000134e-02,3.203799999999999704e-02,2.132753000000000121e+00,3.012909999999999755e-01,1.700979999999999992e-01,2.492360000000000131e-01,1.429290000000000005e-01,9.830899999999999361e-02,9.959400000000000197e-02,8.304599999999999482e-02,5.748799999999999744e-02,7.756499999999999506e-02,7.503200000000000147e-02,5.822900000000000298e-02,7.415199999999999569e-02
1.260680000000000134e-01,9.635699999999999821e-02,2.168239999999999890e-01,8.766400000000000581e-02,-6.916672499999999957e+01,5.272209000000000145e+00,-1.238928000000000029e+00,2.025568999999999953e+00,-4.155340000000000145e-01,6.572890000000000121e-01,5.442900000000000515e-01,8.657820000000000515e-01,5.992260000000000364e-01,7.760029999999999983e-01,3.421830000000000149e-01,2.224849999999999883e-01,5.431519999999999682e-01,3.774099999999999677e-02,3.538299999999999779e-02,8.241300000000000014e-02,3.968100000000000099e-02,2.386194999999999844e+00,9.692549999999999777e-01,8.046670000000000211e-01,7.539989999999999748e-01,6.617370000000000196e-01,6.483780000000000099e-01,6.141969999999999930e-01,5.740809999999999524e-01,5.596579999999999888e-01,4.935660000000000047e-01,5.372649999999999926e-01,5.402200000000000335e-01,4.497959999999999736e-01,3.587400000000000311e-02,2.914599999999999830e-02,6.497500000000000497e-02,1.037800000000000007e-02,4.813744999999999941e+00,2.006952000000000069e+00,8.830970000000000208e-01,4.930559999999999943e-01,4.410850000000000048e-01,4.981079999999999952e-01,3.904710000000000125e-01,3.978070000000000217e-01,3.827670000000000239e-01,2.543739999999999890e-01,2.742319999999999758e-01,3.550730000000000275e-01,1.749010000000000009e-01,1.758200000000000041e-02,1.640300000000000091e-02,4.393600000000000283e-02,3.181599999999999706e-02,1.945996000000000059e+00,3.686479999999999757e-01,2.318020000000000080e-01,2.409989999999999910e-01,1.857560000000000044e-01,1.654420000000000057e-01,1.243709999999999954e-01,1.186180000000000012e-01,9.379800000000000637e-02,8.790499999999999703e-02,1.332990000000000008e-01,1.133070000000000049e-01,8.328399999999999692e-02
1.047550000000000009e-01,7.945199999999999485e-02,1.583610000000000018e-01,9.559399999999999842e-02,-7.032161100000000431e+01,5.350424000000000291e+00,8.130730000000000457e-01,1.111043000000000003e+00,3.807490000000000041e-01,8.690529999999999644e-01,4.486680000000000113e-01,4.179510000000000169e-01,4.092819999999999792e-01,6.478490000000000082e-01,4.577249999999999930e-01,5.186239999999999739e-01,5.615890000000000049e-01,6.612300000000000122e-02,6.370499999999999774e-02,1.319200000000000095e-01,4.408100000000000213e-02,4.234861999999999682e+00,1.898714000000000013e+00,9.657850000000000046e-01,9.227300000000000502e-01,7.339299999999999713e-01,6.050179999999999447e-01,6.212530000000000552e-01,6.983449999999999935e-01,6.147799999999999931e-01,5.467769999999999575e-01,5.184339999999999504e-01,4.745800000000000018e-01,4.986129999999999729e-01,3.209800000000000153e-02,2.904199999999999837e-02,5.884799999999999753e-02,9.558000000000000523e-03,2.644861999999999824e+00,7.953149999999999942e-01,8.883550000000000058e-01,4.743029999999999746e-01,3.619899999999999785e-01,2.544100000000000250e-01,2.698200000000000043e-01,3.300270000000000148e-01,3.920159999999999756e-01,2.457080000000000097e-01,2.583730000000000193e-01,1.528619999999999979e-01,2.375750000000000084e-01,4.490100000000000341e-02,4.611699999999999827e-02,6.749800000000000244e-02,3.138300000000000117e-02,1.656620999999999899e+00,4.341740000000000044e-01,2.899909999999999988e-01,2.372249999999999914e-01,1.498309999999999920e-01,9.957599999999999785e-02,1.097650000000000015e-01,1.619309999999999916e-01,1.070419999999999983e-01,8.817899999999999350e-02,9.627700000000000147e-02,9.323199999999999543e-02,8.312899999999999456e-02
1.136820000000000053e-01,8.150599999999999512e-02,1.925600000000000089e-01,9.500999999999999723e-02,-6.952497599999999522e+01,3.664563999999999933e+00,1.878300000000000108e-02,2.129690000000000083e+00,3.892109999999999737e-01,1.108500000000000041e+00,4.971039999999999903e-01,8.250159999999999716e-01,6.685170000000000279e-01,5.415750000000000286e-01,4.308489999999999820e-01,3.010240000000000138e-01,3.246769999999999934e-01,4.817699999999999760e-02,4.466400000000000231e-02,1.123780000000000057e-01,4.099400000000000266e-02,4.858352000000000004e+00,1.048187999999999898e+00,1.133486999999999911e+00,7.102380000000000360e-01,7.497310000000000363e-01,7.016900000000000359e-01,6.953479999999999661e-01,5.770410000000000261e-01,5.683179999999999898e-01,5.096600000000000019e-01,5.580810000000000493e-01,5.805479999999999530e-01,5.943749999999999867e-01,2.387299999999999839e-02,2.020200000000000121e-02,4.297399999999999831e-02,1.023199999999999978e-02,3.369985999999999926e+00,5.026810000000000445e-01,6.321710000000000385e-01,4.328040000000000220e-01,4.204450000000000132e-01,4.168799999999999728e-01,4.275900000000000256e-01,3.571779999999999955e-01,3.349989999999999912e-01,2.052750000000000130e-01,3.636010000000000075e-01,2.928259999999999752e-01,3.357120000000000104e-01,1.043900000000000036e-02,1.146100000000000070e-02,3.659799999999999859e-02,3.175000000000000044e-02,2.441450999999999816e+00,2.752350000000000074e-01,2.840929999999999844e-01,1.546750000000000069e-01,2.125160000000000105e-01,2.269750000000000101e-01,1.647460000000000035e-01,1.323590000000000044e-01,1.286090000000000011e-01,1.202389999999999987e-01,1.303580000000000017e-01,1.436050000000000104e-01,1.559570000000000123e-01
1.185760000000000008e-01,7.531200000000000394e-02,2.010059999999999902e-01,8.935800000000000687e-02,-6.638875600000000077e+01,3.303552999999999962e+00,6.368679999999999897e-01,2.067673000000000094e+00,5.275239999999999929e-01,6.318989999999999885e-01,5.101160000000000139e-01,2.497419999999999918e-01,6.556220000000000381e-01,6.869610000000000438e-01,5.765449999999999742e-01,6.742150000000000087e-01,5.312529999999999752e-01,5.099000000000000060e-02,4.583299999999999874e-02,1.301519999999999899e-01,4.131399999999999656e-02,2.764489999999999892e+00,8.709120000000000195e-01,7.546439999999999815e-01,7.386449999999999960e-01,5.496550000000000047e-01,5.256110000000000504e-01,5.181200000000000250e-01,5.361519999999999619e-01,4.975390000000000090e-01,4.843819999999999792e-01,4.598260000000000125e-01,4.371030000000000193e-01,4.119639999999999969e-01,2.066600000000000034e-02,1.950199999999999850e-02,4.921600000000000280e-02,1.033700000000000070e-02,2.309978999999999782e+00,3.712630000000000097e-01,4.833230000000000026e-01,2.487389999999999879e-01,2.419290000000000052e-01,2.954720000000000124e-01,2.604489999999999861e-01,2.358500000000000041e-01,1.754930000000000101e-01,2.011360000000000092e-01,2.091619999999999868e-01,1.875000000000000000e-01,1.507979999999999876e-01,2.041499999999999912e-02,2.336900000000000088e-02,3.895400000000000251e-02,3.205500000000000016e-02,2.072233999999999909e+00,2.818769999999999887e-01,1.355119999999999936e-01,1.495329999999999993e-01,1.202050000000000063e-01,8.064999999999999947e-02,7.101599999999999580e-02,9.149599999999999400e-02,7.547800000000000342e-02,6.675399999999999390e-02,6.862200000000000244e-02,6.243400000000000338e-02,6.393500000000000572e-02
9.470699999999999952e-02,6.228899999999999715e-02,1.334599999999999953e-01,8.626599999999999546e-02,-6.961283799999999644e+01,4.937819000000000180e+00,1.427772000000000041e+00,1.614862000000000020e+00,5.106629999999999781e-01,8.056780000000000053e-01,6.717300000000000493e-01,2.148930000000000007e-01,7.521189999999999820e-01,7.537890000000000423e-01,3.731929999999999970e-01,4.671299999999999897e-01,6.170240000000000169e-01,3.839200000000000251e-02,2.961000000000000090e-02,1.004030000000000061e-01,3.727799999999999864e-02,2.974585999999999952e+00,9.674509999999999499e-01,6.325709999999999944e-01,6.417230000000000434e-01,5.555740000000000123e-01,5.759060000000000290e-01,5.241689999999999960e-01,5.017970000000000486e-01,5.007340000000000124e-01,4.737509999999999777e-01,4.607430000000000136e-01,4.620389999999999775e-01,4.610199999999999854e-01,2.448600000000000082e-02,1.827399999999999858e-02,5.648700000000000249e-02,9.849999999999999381e-03,2.748670999999999864e+00,7.727829999999999977e-01,3.106550000000000145e-01,4.621950000000000225e-01,4.074990000000000001e-01,3.959900000000000087e-01,2.810579999999999745e-01,2.595850000000000102e-01,2.233140000000000125e-01,2.966369999999999840e-01,2.344590000000000007e-01,1.910139999999999894e-01,2.365720000000000045e-01,1.509500000000000078e-02,1.775200000000000042e-02,4.012299999999999894e-02,3.239800000000000318e-02,1.981672000000000100e+00,2.467890000000000084e-01,1.560970000000000135e-01,1.624099999999999988e-01,1.061190000000000050e-01,9.595900000000000263e-02,1.107899999999999996e-01,8.590399999999999425e-02,1.012020000000000003e-01,7.453700000000000603e-02,8.819599999999999662e-02,7.584399999999999475e-02,8.776899999999999979e-02
1.436230000000000007e-01,1.065969999999999973e-01,2.384350000000000080e-01,8.929399999999999837e-02,-6.170170900000000103e+01,3.274723999999999968e+00,-5.834279999999999466e-01,2.434098000000000095e+00,5.222170000000000423e-01,6.657480000000000064e-01,3.836829999999999963e-01,8.577829999999999622e-01,2.684509999999999952e-01,7.199079999999999924e-01,7.392419999999999547e-01,5.072860000000000147e-01,3.833520000000000261e-01,3.122499999999999928e-02,3.320399999999999741e-02,5.577800000000000119e-02,4.256900000000000267e-02,1.931837999999999944e+00,7.107229999999999936e-01,6.672679999999999723e-01,6.618760000000000199e-01,5.953049999999999731e-01,5.062969999999999970e-01,4.758970000000000145e-01,4.912630000000000052e-01,4.961530000000000107e-01,4.560560000000000169e-01,4.595219999999999860e-01,4.325390000000000068e-01,4.582479999999999887e-01,1.510700000000000064e-02,1.193999999999999923e-02,2.538500000000000131e-02,1.225399999999999927e-02,1.605440999999999896e+00,4.904629999999999823e-01,3.797760000000000025e-01,4.579010000000000025e-01,3.087779999999999969e-01,1.558620000000000005e-01,2.101979999999999960e-01,2.940110000000000223e-01,2.319839999999999958e-01,2.363520000000000065e-01,1.858539999999999914e-01,2.219319999999999904e-01,1.599160000000000026e-01,7.134999999999999849e-03,1.084700000000000074e-02,3.349599999999999800e-02,3.120500000000000010e-02,2.032929000000000208e+00,2.050049999999999928e-01,1.344039999999999957e-01,1.672579999999999900e-01,9.321699999999999431e-02,9.579799999999999427e-02,6.940000000000000335e-02,7.069000000000000283e-02,1.009789999999999993e-01,8.720400000000000373e-02,6.514799999999999758e-02,7.209100000000000230e-02,9.853299999999999559e-02
